id,familyKey,familyName,name,familyNameAr,nameAr,DozenPrice,pcsPerCarton,cartonPrice,imageFile,imageExists,badge,badgeAr,enabled,varianttype,varianttypeAr,rowType,sortOrder,printed
152,Farasha,,Farasha Fluorescent,,فراشة فسفورى,25,100,2500,Farasha Fluorescent.jpg,TRUE,,,1,,,,,FALSE
153,Farasha,,Farasha Asd,,فراشة اسد,20,100,2000,Farasha Asd.jpg,TRUE,,,1,,,,,FALSE
154,Farasha,,Farasha Export,,فراشة تصدير,40,60,2400,Farasha Export.jpg,TRUE,,,1,,,,,FALSE
family-Master,Master,Master Combs,,أمشاط ماستر,,,,,,FALSE,,,1,,,parent,32,FALSE
155,Master,,Mesht Master White Printed,,ماستر ابيض مطبوع,55,60,3300,Mesht Master White.jpg,TRUE,,,1,,,,,TRUE
156,Master,,Mesht Master Black Printed,,ماستر اسود مطبوع,55,60,3300,Mesht Master Black.jpg,TRUE,,,1,,,,,TRUE
157,Master,,Mesht Master Ivory Printed,,ماستر سن فيل مطبوع,55,60,3300,Mesht Master Ivory.jpg,TRUE,,,1,,,,,TRUE
158,Master,,Mesht Master Fluorescent Printed,,ماستر فسفورى مطبوع,55,60,3300,Mesht Master Fluorescent.jpg,TRUE,,,1,,,,,TRUE
family-Gwlyt,Gwlyt,Gwlyt Fly,,فلايات جوليت,,,,,,FALSE,,,1,,,parent,33,FALSE
159,Gwlyt,,Falaya Gwlyt Black,,جوليت اسود,14,240,3360,Gwlyt Black.jpg,TRUE,,,1,,,,,FALSE
160,Gwlyt,,Gwlyt Fluorescent,,جوليت فسفورى,20,240,4800,Gwlyt Fluorescent.jpg,TRUE,,,1,,,,,FALSE
161,Gwlyt,,Gwlyt White,,جوليت ابيض,20,240,4800,Gwlyt White.jpg,TRUE,,,1,,,,,FALSE
162,Gwlyt,,Gwlyt Aag,,جوليت عاج,20,240,4800,Gwlyt Aag.jpg,TRUE,,,1,,,,,FALSE
163,Gwlyt,,Falaya Gwlyt Colors,,جوليت الوان,14,240,3360,Falaya Gwlyt Colors.jpg,TRUE,,,1,,,,,FALSE
family-Qlb,Qlb,Qlb Fly,,فلايات قلب,,,,,,TRUE,,,1,,,parent,34,FALSE
165,Qlb,,Falaya Qlb Two-Tone Colors,,قلب 2 لون,15,240,3600,Falaya Qlb Two-Tone Colors.jpg,TRUE,,,1,,,,,FALSE
167,Qlb,,Falaya Qlb Matte Beige,,قلب ناشف بيج,20,240,4800,Falaya Qlb Matte Beige.jpg,FALSE,,,1,,,,,FALSE
family-Khashab,Khashab,Khashab Combs,,أمشاط خشب,,,,,,FALSE,,,1,,,parent,35,TRUE
168,Khashab,,Falaya Wooden,,فلاية خشب,70,30,2100,Falaya Wooden.jpg,TRUE,,,1,,,,,TRUE
169,Khashab,,Khashab Kbyr Anwaa Lwks Wooden,,خشب كبير انواع لوكس,140,22,3080,Khashab Kbyr Anwaa Lwks Wooden.jpg,TRUE,,,1,,,,,TRUE
170,Khashab,,Khashab Sghyr Anwaa Lwks Wooden,,خشب صغير انواع لوكس,110,30,3300,Khashab Sghyr Anwaa Lwks Wooden.jpg,TRUE,,,1,,,,,TRUE
171,Khashab,,Khashab Aks Larg Wooden,,خشب اكس لارج,120,20,2400,Khashab Aks Larg Wooden.jpg,TRUE,,,1,,,,,TRUE
family-Warda,Warda,Warda Combs,,فرشاة وردة,,,,,,FALSE,,,1,,,parent,42,FALSE
172,Warda,,Warda Fluorescent,,وردة فسفورى,25,100,2500,Warda Fluorescent.jpg,TRUE,,,1,,,,,FALSE
family-Sobaa,Sobaa,Sobaa Combs,,فرشاة صباع,,,,,,FALSE,,,1,,,parent,37,FALSE
173,Sobaa,,Sobaa Fluorescent,,صبــــــاع فسفورى,15,200,3000,Sobaa Fluorescent.jpg,TRUE,,,1,,,,,FALSE
family-FrshaaDyna,FrshaaDyna,Frshaa Dyna,,فرشاة دينا,,,,,,FALSE,,,1,,,parent,38,FALSE
174,FrshaaDyna,,Frshaa Dyna,,فرشاة دينا,60,39,2340,Frshaa Dyna.jpg,TRUE,,,1,,,,,FALSE
family-FrshaaMrbaa,FrshaaMrbaa,Frshaa Mrbaa,,فرشاة مربعة,,,,,,FALSE,,,1,,,parent,39,FALSE
175,FrshaaMrbaa,,Frshaa Mrbaa,,فرشاة مربعة,23,100,2300,Frshaa Mrbaa.jpg,TRUE,,,1,,,,,FALSE
family-FrshaaAbyr,FrshaaAbyr,Frshaa Abyr Brushes,,فرشاة عبير,,,,,,FALSE,,,1,,,parent,40,FALSE
176,FrshaaAbyr,,Frshaa Abyr,,فرشاة عبير,23,100,2300,Frshaa Abyr.jpg,TRUE,,,1,,,,,FALSE
family-FrshaaNapoli,FrshaaNapoli,Frshaa Napoli Brushes,,فرشاة نابولى,,,,,,FALSE,,,1,,,parent,41,FALSE
177,FrshaaNapoli,,Frshaa Napoli Fluorescent,,فرشاة نابولى فسفورى,65,30,1950,Frshaa Napoli Fluorescent.jpg,TRUE,,,1,,,,,FALSE
family-Hanady,Hanady,Hanady Fly,,فلايات هنادي,,,,,,FALSE,,,1,,,parent,36,FALSE
178,Hanady,,Hanady AG,,هنادى عاج,33,144,4752,Hanady AG.jpg,TRUE,,,1,,,,,FALSE
179,Hanady,,Hanady Black,,هنادى اسود,33,144,4752,Hanady Black.jpg,TRUE,,,1,,,,,FALSE
180,Hanady,,Hanady Fluorescent,,هنادى فسفورى,33,144,4752,Hanady Fluorescent.jpg,TRUE,,,1,,,,,FALSE
181,Hanady,,Hanady White,,هنادى ابيض,33,144,4752,Hanady White.jpg,TRUE,,,1,,,,,FALSE
family-Bgrab,Bgrab,Bgrab Combs,,أمشاط بجراب,,,,,,FALSE,,,1,,,parent,43,FALSE
182,Bgrab,,Mesht Bgrab Colors,,بجراب الوان,35,144,5040,Mesht Bgrab Colors.jpg,TRUE,,,1,,,,,FALSE
